id,f1,f2,f4,b3,b4,GNE_SNR_SEO,det_entropy_shannon_1_coef,det_entropy_shannon_2_coef,det_entropy_shannon_3_coef,det_entropy_shannon_4_coef,det_entropy_shannon_5_coef,det_entropy_shannon_6_coef,det_entropy_shannon_7_coef,det_entropy_shannon_8_coef,det_entropy_shannon_9_coef,det_entropy_shannon_10_coef,det_entropy_log_1_coef,det_entropy_log_2_coef,det_TKEO_mean_8_coef,det_TKEO_mean_9_coef,det_TKEO_std_1_coef,det_TKEO_std_3_coef,det_TKEO_std_6_coef,det_TKEO_std_8_coef,det_TKEO_std_9_coef,det_TKEO_std_10_coef,app_entropy_shannon_1_coef,app_entropy_shannon_2_coef,app_entropy_shannon_3_coef,app_entropy_shannon_4_coef,app_entropy_shannon_6_coef,app_entropy_shannon_7_coef,app_entropy_shannon_9_coef,app_det_TKEO_mean_2_coef,app_det_TKEO_mean_4_coef,app_det_TKEO_mean_5_coef,app_det_TKEO_mean_8_coef,app_det_TKEO_mean_9_coef,app_det_TKEO_mean_10_coef,app_TKEO_std_2_coef,app_TKEO_std_3_coef,app_TKEO_std_4_coef,app_TKEO_std_6_coef,app_TKEO_std_8_coef,app_TKEO_std_9_coef,app_TKEO_std_10_coef,det_LT_entropy_log_1_coef,det_LT_entropy_log_2_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_8_coef,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_10_coef,tqwt_entropy_shannon_dec_10,tqwt_entropy_shannon_dec_11,tqwt_entropy_shannon_dec_12,tqwt_entropy_shannon_dec_13,tqwt_entropy_shannon_dec_14,tqwt_entropy_shannon_dec_15,tqwt_entropy_shannon_dec_16,tqwt_entropy_shannon_dec_17,tqwt_entropy_shannon_dec_18,tqwt_entropy_shannon_dec_19,tqwt_entropy_shannon_dec_20,tqwt_entropy_shannon_dec_23,tqwt_entropy_shannon_dec_27,tqwt_entropy_log_dec_1,tqwt_entropy_log_dec_2,tqwt_entropy_log_dec_3,tqwt_entropy_log_dec_4,tqwt_entropy_log_dec_5,tqwt_entropy_log_dec_6,tqwt_entropy_log_dec_7,tqwt_entropy_log_dec_8,tqwt_entropy_log_dec_9,tqwt_entropy_log_dec_10,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_15,tqwt_entropy_log_dec_16,tqwt_entropy_log_dec_17,tqwt_entropy_log_dec_18,tqwt_entropy_log_dec_19,tqwt_entropy_log_dec_20,tqwt_entropy_log_dec_21,tqwt_entropy_log_dec_23,tqwt_entropy_log_dec_24,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_26,tqwt_entropy_log_dec_27,tqwt_entropy_log_dec_28,tqwt_entropy_log_dec_31,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_33,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_36,tqwt_kurtosisValue_dec_1,tqwt_kurtosisValue_dec_27,class
35,677.7132705,1064.48583,3139.013368,549.8535898,218.8536034,1981307.268,-24585.2269,-36739.8983,-190653.7217,-188088.5938,-155585.9825,-220801.7457,-29207.1411,-45667.4901,-18822.087,-28264.8789,-544.6295,-114.814,388.3577,173.1027,222.594,1705.4527,3515.7331,758.5006,441.4579,515.3047,-112658369.6,-135560379.3,-179484824.4,-260766873.8,-762450361.7,-1507515723,-6171321678,7290.5024,58960.4305,151181.512,1598671.525,3197834.579,6389309.017,37821.1258,91752.9118,210412.3625,993117.2903,4227349.174,8397902.584,16855201.18,-1707.0823,-766.26,-487051.934,-990904.4779,-2135963.162,-4580234.758,18.724,24.6983,98.1904,209.6357,261.3409,599.3766,1087.1019,1329.1245,1226.3109,828.2331,758.5022,531.6174,5.7282,-1726590.507,-1503704.654,-1242377.574,-1027135.202,-826548.5825,-650087.1693,-504027.4786,-382881.4729,-292630.7017,-248939.6627,-201743.2749,-132279.7946,-94668.6218,-76834.5551,-47036.3732,-29637.4127,-16943.3803,-10326.2911,-13754.3049,-10728.0432,-10948.4335,-4993.5132,-2852.487,-3822.9573,-10147.0447,-9061.8827,-6920.2085,-2762.8842,-2431.2119,-2467.0126,-1996.2486,-1612.3625,-1619.0629,17.8973,11.5482,1
35,683.6139969,1280.974313,3198.426792,1579.671078,106.1947342,2063563.941,3.4892,9.7369,-90.5244,-296.6504,-579.4753,-394.1612,-219.8561,-3657.4466,-215.2192,-7016.9059,-697.9944,-213.6364,64.979,6.3186,0.040264,2.8317,12.1571,132.0364,11.1455,240.5215,-114877872.1,-137725228.7,-181618835.1,-262243603,-757543786,-1492835820,-6095647687,6188.5627,57922.9111,150506.5378,1601058.589,3201838.252,6397332.304,33846.2867,85361.2289,205050.5358,1001689,4234229.211,8427363.081,16880167.64,-1860.2378,-870.0867,-486278.4406,-988701.3224,-2131249.984,-4570194.347,33.1272,34.2373,151.6385,342.5435,412.5317,661.6901,1053.7596,1280.3947,1328.3847,793.0629,625.3888,511.878,4.1446,-1636126.649,-1515762.299,-1249875.573,-1031619.218,-805279.7312,-621874.2527,-467783.6521,-351588.1759,-270684.4566,-233172.1507,-194336.7242,-125422.4587,-88802.1252,-72925.5287,-47600.165,-30050.0183,-18170.7983,-11154.5164,-14391.7862,-12263.5004,-12078.6889,-5291.7466,-3044.698,-4088.7815,-10186.7444,-9236.6352,-7163.3719,-3194.093,-2705.0839,-2525.1467,-2127.402,-1804.9721,-1559.0855,17.8858,6.3202,1
35,760.6155323,1087.30278,3199.75879,166.7984967,61.21697216,1692724.17,4.9011,10.0469,-100.562,-745.2591,-1151.2539,-216.5316,-118.6545,-374.7189,-176.3179,-1440.1214,-635.6063,-206.3502,6.2984,4.0735,0.028349,2.3483,8.6537,19.1652,8.3576,41.32,-117791016.9,-141236241.5,-186237536.1,-269054829.2,-777520313.3,-1532184359,-6258542429,6241.7022,58701.3087,152472.7926,1627891.649,3255960.7,6514494.955,34141.9453,86304.0302,207850.6035,1011609.834,4292163.918,8598352.654,17192459.6,-1798.6798,-860.6494,-488762.3988,-993802.2168,-2142165.235,-4593452.011,30.4554,29.4884,132.1559,295.6202,425.8671,933.7944,1327.4775,1160.6695,1206.5021,601.0637,540.4629,384.5911,1.8278,-1663689.645,-1454870.76,-1204953.587,-982551.0954,-767264.5292,-621605.5693,-477775.7225,-345356.5517,-264284.2818,-231513.4178,-193444.5087,-126883.3048,-89140.7498,-67986.9932,-40854.3342,-25267.6935,-20931.7127,-14088.8425,-17495.606,-13079.7131,-13342.5118,-6849.2513,-4520.5961,-5503.4017,-11942.2899,-10030.2915,-7881.0152,-3477.1551,-2895.5225,-2620.7587,-2359.465,-1957.5062,-1739.6931,8.7301,15.0064,1
36,771.3105398,1349.925769,3136.142828,650.1476769,576.0232886,1397230.873,1.6134,8.6958,-5.4644,-20.7664,-253.8723,-3.2876,-21.283,-912.4737,-13.2143,-1331.4696,-774.7686,-238.3748,19.3373,1.1266,0.0045632,0.92943,1.028,43.2134,2.3255,58.4132,-66830603.31,-80267778.32,-105930805.5,-153095068.2,-442813132.8,-873528503.8,-3576747884,3687.4208,34617.0818,89992.6611,961219.4441,1922554.043,3847460.193,20251.4298,50954.9391,122441.8837,596545.162,2533099.412,5081911.177,10154400.95,-1881.8053,-861.4838,-436680.167,-888683.4878,-1917154.724,-4113884.815,83.1067,44.727,191.6667,599.361,805.4867,805.1591,1383.4233,1212.6947,900.5479,280.7564,113.2264,32.7564,12.7951,-1902756.593,-1527124.073,-1201757.046,-954674.3829,-752554.9239,-589878.9967,-453577.4301,-350930.82,-256790.5588,-200501.9086,-179861.4065,-115941.7116,-74367.0357,-55419.8419,-42373.9071,-24441.6214,-19681.5591,-17575.8682,-22370.9443,-23200.6179,-15567.4104,-15278.2734,-8275.747,-5120.6815,-4610.5132,-7159.4204,-10766.4787,-5631.6509,-4857.1684,-4448.7582,-3679.935,-2955.0741,-2966.5001,12.8737,1.8304,1
36,796.0334782,1249.279557,3418.844571,94.42960352,330.2658293,1306625.966,4.8162,11.3303,-224.6852,-856.9118,-427.7111,-2144.9041,-204.5761,-3009.6302,-214.502,-9952.5818,-597.3737,-191.17,50.3452,6.4461,0.011512,4.1989,47.3503,106.2712,14.0726,315.0441,-61834561.25,-74284987.32,-98030339.09,-141693693.4,-410084583.5,-808989831.7,-3314249305,3403.4842,32031.2957,83218.8404,890653.8184,1781586.124,3568377.362,18633.1107,47081.4172,113073.7713,551858.8214,2342879.189,4720536.02,9419314.509,-1696.1607,-811.2218,-429815.2893,-874857.4208,-1887547.962,-4050761.411,193.0646,72.9604,79.9802,382.3011,784.838,969.6853,1410.6229,1337.9128,558.1395,182.5051,102.4367,34.3739,35.2477,-1855580.658,-1503612.155,-1256906.071,-1002582.713,-776536.4297,-595849.9471,-446308.1311,-325584.8053,-235841.3542,-181437.5299,-170309.3501,-131435.2569,-82508.7867,-56304.8232,-40534.1333,-24283.5399,-18040.2957,-23794.1723,-25879.0655,-22738.7715,-17166.9803,-14726.8255,-8798.046,-5076.5128,-4134.985,-5943.2882,-10987.8891,-5148.8516,-4408.1106,-4034.5021,-3558.2224,-2904.1331,-2747.18,13.7964,2.2828,1
36,774.7045892,1290.951012,3266.653938,320.4778721,2533.43028,1331235.072,3.7002,10.0025,-56.2214,-82.4326,-338.5361,-1856.1307,-402.1061,-242.8986,-82.3281,-2355.1088,-681.8937,-227.0572,6.7966,3.382,0.010968,1.7189,25.6456,10.2566,5.9249,96.2766,-61057938.96,-73424561.6,-97074825.37,-140501563.5,-407556953.8,-804662247.7,-3296278920,3459.0781,32346.3747,84094.1848,895445.9664,1790741.165,3578420.283,18894.4699,47585.4063,114332.2279,558304.7988,2366776.837,4714656.275,9442297.846,-1773.7289,-843.3048,-429342.2801,-873883.5377,-1885462.44,-4046315.407,89.9941,42.928,83.6474,238.7675,391.2004,832.6662,1596.17,1442.429,780.9514,288.6371,142.335,68.2751,68.1353,-1770670.477,-1434786.087,-1168547.343,-911547.6284,-693942.897,-518253.3066,-398973.8062,-329626.693,-255213.0755,-202360.7633,-183900.975,-135415.8833,-95044.7531,-68070.5571,-41162.5344,-21614.6956,-15000.6053,-20364.7661,-22441.5924,-21966.0842,-14751.0123,-12923.647,-7590.662,-4097.8065,-3193.0038,-4994.9117,-10505.4666,-5400.8193,-4511.8145,-3901.059,-3296.968,-2694.7345,-2408.2233,89.5691,2.0909,1
37,769.6772481,1279.806544,3738.070756,192.2014234,299.1940012,1603850.207,-143579.351,-145998.8411,-213935.9387,-499057.8661,-49395.0167,-5630.5059,-19923.9995,-84597.2891,-163612.4289,-1615876.607,-510.6657,-30.7026,152.4059,1355.5123,768.6264,2209.2525,129.5436,541.4823,2122.745,22280.2711,-67731292.05,-83065962.18,-112515931.7,-167329996.6,-509674546.2,-1011756354,-4178642207,4348.99,37329.7704,94910.9999,1021169.965,2048176.434,4132549.745,31140.3083,71616.5823,139293.5367,632643.3663,2652740.665,5566104.897,10985824.45,-1618.4369,-661.1125,-446146.6686,-909269.9978,-1961225.652,-4207778.888,62.5368,28.077,195.8444,786.2849,1398.0791,1640.5874,1237.5701,-828.1789,475.5647,772.2607,449.4645,111.5747,19.341,-1834025.165,-1384806.398,-1088164.153,-872881.861,-714752.7142,-574871.8997,-427840.173,-311115.2498,-239883.4696,-212006.5815,-200587.2281,-114003.9147,-66982.1908,-43674.3775,-29237.9766,-14217.0975,-10540.5068,-9042.1702,-14331.6648,-15212.9954,-10613.7967,-11527.6378,-8419.1196,-5111.5712,-4491.6778,-6777.7729,-9036.0118,-5478.9213,-4478.8224,-3945.1262,-3507.3458,-3015.0037,-3906.6029,44.7366,2.3955,1
37,764.3061114,1307.102363,3633.666573,327.2192139,1139.571025,1649854.546,3.8007,6.0311,-231.2878,-1427.6045,-6422.5717,-454.0309,-1888.3529,-31513.1715,-16526.5763,-426659.8167,-716.2431,-167.5348,200.5855,207.077,0.04479,4.71,18.3855,495.0033,400.3555,7977.8448,-60881725.36,-73550410.49,-97739877.09,-142678312.9,-419007762.6,-827482438.3,-3399945972,3365.452,31509.8481,81855.3824,877086.9539,1756509.542,3536516.185,18596.1914,46963.4604,112563.9948,540608.0652,2283427.08,4731377.507,9354740.645,-1811.0354,-788.4884,-431725.1462,-879281.3845,-1897019.777,-4070932.371,33.473,17.657,180.1118,769.6971,1255.3998,1120.0507,1540.6019,1181.6422,1023.7096,423.2096,165.1857,62.0652,19.534,-1937844.73,-1467304.225,-1166168.569,-942030.5387,-742840.8539,-572393.0853,-436863.9584,-328545.7443,-257557.2224,-231348.459,-205832.2625,-117229.2741,-68569.3624,-45804.2645,-37852.8517,-21706.1251,-15304.3974,-16001.0542,-19645.9602,-20806.3481,-15059.0861,-12790.5501,-10552.7829,-6606.2588,-5296.4645,-6700.1967,-8871.5949,-4975.5788,-4057.613,-3666.1038,-3370.4475,-2918.8021,-3618.6263,19.9692,1.9354,1
37,769.6772481,1279.806544,3738.070756,192.2014234,299.1940012,1603850.207,-143579.351,-145998.8411,-213935.9387,-499057.8661,-49395.0167,-5630.5059,-19923.9995,-84597.2891,-163612.4289,-1615876.607,-510.6657,-30.7026,152.4059,1355.5123,768.6264,2209.2525,129.5436,541.4823,2122.745,22280.2711,-67731292.05,-83065962.18,-112515931.7,-167329996.6,-509674546.2,-1011756354,-4178642207,4348.99,37329.7704,94910.9999,1021169.965,2048176.434,4132549.745,31140.3083,71616.5823,139293.5367,632643.3663,2652740.665,5566104.897,10985824.45,-1618.4369,-661.1125,-446146.6686,-909269.9978,-1961225.652,-4207778.888,62.5368,28.077,195.8444,786.2849,1398.0791,1640.5874,1237.5701,-828.1789,475.5647,772.2607,449.4645,111.5747,19.341,-1834025.165,-1384806.398,-1088164.153,-872881.861,-714752.7142,-574871.8997,-427840.173,-311115.2498,-239883.4696,-212006.5815,-200587.2281,-114003.9147,-66982.1908,-43674.3775,-29237.9766,-14217.0975,-10540.5068,-9042.1702,-14331.6648,-15212.9954,-10613.7967,-11527.6378,-8419.1196,-5111.5712,-4491.6778,-6777.7729,-9036.0118,-5478.9213,-4478.8224,-3945.1262,-3507.3458,-3015.0037,-3906.6029,44.7366,2.3955,1
38,638.3440915,1254.533831,3994.006887,101.4880731,1168.410069,2029221.393,1.3203,4.7746,6.5596,-38.5917,0.76456,-13.3155,-3.1261,-487.8243,-593.9898,-13052.699,-775.3605,-303.7479,2.9078,12.3447,0.0032318,0.40541,1.6047,5.6425,18.8795,338.7612,-44026315.22,-53106898.75,-70422915.62,-102313339.2,-298621310,-590202986,-2424285324,2529.9734,23761.0838,61762.0595,659416.0486,1319264.627,2643250.124,13818.8005,34893.7238,83858.3594,409863.5435,1733921.072,3496339.879,6977676.625,-1840.9563,-906.3436,-402271.5679,-819429.9364,-1768828.137,-3797591.576,3.6322,2.5487,18.6659,113.1128,250.6164,241.9347,521.2667,1108.409,1028.3714,835.3898,330.2139,266.3755,265.9248,-1885262.746,-1584067.126,-1266683.164,-1063436.016,-897165.3758,-695683.3273,-553785.5808,-442695.43,-348377.2046,-285239.9138,-240404.1086,-161512.6137,-102781.093,-72436.1748,-57231.8218,-36884.4603,-20732.2929,-16669.6244,-13616.1103,-17469.724,-16049.6045,-8142.9563,-10473.5786,-5101.2036,-2490.1719,-2319.291,-4504.7649,-5715.5369,-5207.8908,-4680.4314,-3964.6492,-3318.4587,-2514.8957,1877.5624,1.5677,1
38,687.6965301,1248.107372,3959.683846,79.52534378,554.4890035,1665598.134,1.61,7.6264,-1.6334,-417.3843,-237.5128,-289.6855,-666.4477,-6670.377,-1148.1121,-30925.5496,-785.8327,-250.6288,74.211,20.6105,0.0048391,0.64583,12.8514,225.1198,33.2313,731.4769,-45635091.34,-55041029.92,-72963695.16,-105985664.9,-309282796.6,-611355095.3,-2511637417,2589.8303,24340.5553,63304.9441,678184.0063,1356946.215,2720786.232,14093.2718,35768.3267,85544.5342,418550.3241,1779988.05,3603465.647,7183746.559,-1859.5569,-851.8206,-405285.3164,-825583.5216,-1782010.698,-3825706.089,6.6661,2.386,6.0206,30.2507,75.0966,158.0913,639.8309,1245.885,1017.6958,390.2115,170.7266,286.966,192.0115,-1885499.063,-1460062.448,-1153034.936,-1002115.014,-869017.4807,-660458.602,-519210.8574,-418877.1111,-330863.0261,-273331.7807,-241865.4822,-180741.6594,-125165.6493,-90783.7362,-62466.1356,-34084.6173,-19339.9857,-16514.1128,-19834.5232,-21627.4623,-15653.4785,-7871.159,-11022.3074,-5894.5895,-3401.5262,-3243.9473,-5598.9878,-6420.0143,-5725.727,-4881.2698,-4044.4677,-3359.8748,-2530.3652,47.4731,1.6741,1
38,674.9540225,1143.224435,3552.387993,2463.208568,225.0348377,1651691.945,2.413,8.1098,4.277,-162.1929,-21.0676,-55.7434,-168.2068,-3186.5363,-138.0486,-327.5809,-726.1131,-231.4108,62.2262,3.1937,0.0072337,0.42683,3.874,121.8259,8.0864,16.3422,-44659612.63,-53847110.81,-71393873.88,-103632665.5,-302028784.6,-596890157.1,-2449782553,2611.385,24433.5291,63486.5149,674693.9585,1349430.68,2697868.191,14331.4665,35940.4453,86561.4214,423027.9989,1782472.999,3556454.143,7119056.354,-1791.8336,-834.5955,-403244.4238,-821264.749,-1772759,-3805976.994,8.1773,3.1491,4.6039,20.6248,45.8675,114.6199,587.1813,1201.3897,1035.5033,467.2493,228.7245,239.9134,231.4678,-1874934.504,-1516001.134,-1201229.671,-1034833.324,-884809.7695,-678096.633,-542076.3193,-428742.7067,-325511.4166,-265136.7613,-237958.9797,-188478.8851,-129923.2619,-94768.7612,-66208.2418,-35192.2413,-19889.6771,-16242.9329,-19294.0605,-19355.2977,-16441.729,-8420.0088,-10915.6996,-5541.0341,-3006.9904,-2791.9858,-5055.0481,-6195.5851,-5429.6765,-4751.0505,-3945.4357,-3449.7822,-2524.2192,585.8407,1.5904,1
39,505.744415,980.4504829,3486.613907,419.7298406,579.6347828,1295819.32,1.0379,3.9189,5.2695,-84.3072,-18.4604,-909.4023,-982.0438,-164.8579,-80.4423,-3134.1516,-813.4768,-318.0752,2.1643,2.8127,0.0023544,0.22909,22.8723,3.6866,4.9294,104.1344,-29904001.99,-36123204.95,-47948626.38,-69696434.26,-203570349.2,-402712034.6,-1656896751,1783.9183,16702.0367,43422.6174,463222.6803,926641.2211,1855451.908,9779.7281,24618.6782,59066.9527,288448.5507,1219251.687,2452291.915,4897486.453,-1840.6228,-898.8939,-370255.9984,-754693.311,-1630106.753,-3501653.236,21.8517,18.4274,14.7498,79.9702,231.0865,248.9978,139.3522,332.0827,484.338,496.6664,337.719,45.7106,16.6034,-1959702.923,-1639599.139,-1340898.597,-1033644.661,-759983.5168,-577526.474,-468520.8338,-405408.7767,-316561.1816,-235202.8223,-197161.986,-163164.0099,-105575.6879,-70262.0522,-55611.5218,-51236.337,-33756.7832,-23889.6624,-18116.8582,-16676.8137,-13649.1868,-14190.083,-8004.8395,-4784.5441,-4276.0182,-6877.8872,-8899.5036,-5954.4767,-5530.545,-4708.4771,-3953.3844,-3340.6921,-2473.4504,41.4819,3.3235,1
39,594.5926223,1081.522977,3776.286845,177.7410068,518.1465821,1270021.631,1.011,4.8458,2.5369,-174.5161,-60.8657,-168.9483,-83.5004,-934.7197,-695.4094,-20255.1589,-824.7058,-286.3634,8.0384,14.7822,0.0025442,0.64976,7.8254,17.7561,27.3673,527.7212,-32785412.99,-39606248.54,-52587922.16,-76498078.83,-223803645.1,-442622503.5,-1821120369,1916.188,18079.4887,46983.0162,501978.5644,1004386.529,2013817.072,10446.0959,26583.4668,63798.2726,312041.8398,1317997.398,2667782.783,5317069.222,-1861.9087,-871.8328,-378022.7957,-770474.2877,-1663929.526,-3573818.531,10.8614,14.8212,32.2784,147.0818,278.6194,164.7447,129.6578,399.0377,578.7735,392.2398,308.3888,130.5891,148.3356,-1946467.796,-1637696.402,-1362441.864,-1028273.364,-768995.7793,-598803.5975,-489627.3169,-420170.8062,-347204.0361,-255235.0677,-204047.7194,-150513.0438,-94837.177,-67450.1266,-61590.0581,-52870.3833,-31115.6215,-21810.5957,-20496.8241,-17114.3698,-12055.1393,-11204.5751,-5595.2991,-2306.1597,-1706.0229,-3693.1146,-8615.495,-5782.7063,-5086.1368,-4471.3539,-3667.474,-3149.9701,-2476.8437,54.687,1.5508,1
39,563.824833,1098.573865,3559.195746,117.1445203,252.3637459,1562500.857,1.1373,4.8491,5.2359,-49.7669,-271.9697,-876.3034,-322.7382,-8.5397,1.2239,-24.0659,-814.1081,-279.7068,0.92261,0.31736,0.0038059,0.43841,29.5274,1.7702,0.43642,2.6211,-30790102.93,-37122488.81,-49153153.75,-71215910.83,-206997190.5,-409326874.9,-1682576950,1827.4121,17106.9548,44487.1156,474744.1646,949457.0207,1898511.726,10014.8493,25173.2116,60332.5788,295685.5912,1253111.747,2504521.419,5010098.471,-1844.9743,-862.9154,-371593.526,-757257.9976,-1635603.927,-3513383.706,33.5699,32.3128,15.55,57.0653,157.974,187.7677,190.5706,518.1973,634.8561,422.3261,307.014,71.819,28.3511,-1895591.092,-1586593.499,-1328832.967,-1020639.737,-767644.2241,-587353.115,-459200.503,-386543.5655,-305416.6853,-221143.2833,-181743.9191,-163337.7311,-110518.0504,-76272.0763,-60199.17,-48081.3219,-28459.6318,-21067.18,-19184.8375,-16944.23,-12042.5397,-12504.369,-7286.5517,-4257.8473,-3637.7995,-6189.5093,-9129.6431,-6095.2466,-5501.987,-4746.3351,-3821.4586,-3230.3153,-2483.6273,225.7094,1.8482,1
40,610.8974462,1103.040603,2998.243706,1008.309633,429.2081225,1711491.872,1.9374,5.7726,-18.6857,-18.8291,-69.2403,-458.1512,-68.8612,-157.8752,-38.0996,-407.0753,-729.5878,-270.7049,3.5722,1.4532,0.0049266,1.6526,16.0384,10.1077,3.0713,15.2654,-31050940.75,-37414470.46,-49512322.53,-71686651.47,-208099797.6,-411310304.4,-1689958640,1841.3546,17284.1544,44909.0937,478261.6787,956444.6542,1912013.954,10097.9328,25445.8392,61158.9445,298568.3396,1263442.352,2522209.088,5045714.384,-1761.0782,-853.1765,-371988.8749,-757985.1948,-1637162.548,-3516709.334,6.7132,6.2276,5.0277,23.1973,87.464,143.8385,154.9575,287.4667,348.8619,218.3749,60.3199,127.5017,121.3024,-2172786.974,-1698668.815,-1321986.324,-1034529.687,-819568.0865,-639638.2713,-513847.9044,-440008.0704,-354521.856,-283509.7574,-231844.8084,-190782.8785,-123579.5129,-84233.6984,-62451.2149,-51305.0803,-36433.8986,-27088.286,-23482.8031,-26510.056,-22528.0852,-10699.0146,-9028.2022,-10932.2939,-6281.1875,-4067.2407,-3769.2732,-5060.139,-4311.0765,-4004.4087,-3758.874,-3173.4287,-3758.0118,6910.7879,1.7775,1
40,618.7391255,1077.129396,3012.446627,1476.078122,221.3276865,1654299.614,2.2614,8.7328,-10.3798,-107.1102,-254.6917,-88.9377,-20.7465,-538.6061,-22.6038,-54.0109,-755.7475,-228.1415,15.0785,0.92834,0.0080496,0.90473,4.9724,28.3069,2.3995,4.3919,-31287862.08,-37699390.75,-49877847.34,-72222510.46,-209622242.4,-414381710.9,-1703029996,1831.2527,17268.4444,44890.574,479597.3441,959165.4283,1918752.555,10051.976,25379.859,61056.3946,297545.0968,1264820.178,2533362.086,5063866.049,-1787.228,-812.2165,-372598.617,-759267.8483,-1639911.728,-3522575.518,11.4939,5.7995,6.8729,54.1241,237.2396,438.4329,398.1806,491.9726,600.6001,412.395,89.5109,293.5728,167.0309,-2032602.062,-1670414.244,-1337768.052,-1038946.529,-795063.1952,-621171.0278,-509492.7628,-424483.9625,-326432.9887,-261480.9709,-229205.6698,-185910.4655,-114133.7381,-73008.4364,-51489.14,-43610.0611,-32449.0198,-22945.6346,-19977.2721,-24161.6691,-22145.3653,-7922.5136,-6771.4054,-9416.997,-5536.8217,-3467.5458,-3353.5695,-4688.5649,-3984.8341,-3854.6558,-3563.0985,-2966.1825,-3547.4503,30.5629,1.6766,1
40,613.9315994,1083.816464,3004.87131,1046.582735,159.4360084,1471976.596,1.0825,6.5345,5.1019,-8.2486,-73.5323,-492.5892,-417.4177,-2015.7374,-18.2077,-1075.5359,-842.2943,-263.3049,39.0553,1.2376,0.0032685,0.38058,18.8927,84.4349,2.0734,50.3834,-31364225.75,-37790925.09,-49987122.05,-72373158.31,-210008021.7,-415183614.4,-1706738330,1831.3311,17206.0193,44740.7367,478763.417,957580.3972,1916711.256,10023.6808,25293.4703,60664.2657,296196.5274,1261106.1,2532742.634,5058805.301,-1873.8024,-846.4788,-372758.5231,-759633.8142,-1640696.109,-3524248.971,33.7809,13.0697,9.9356,86.8134,384.8506,670.9412,526.3077,646.2811,733.8964,513.9029,130.3828,346.4106,146.0415,-2015253.556,-1629257.323,-1282615.453,-1015682.95,-809959.5209,-632653.7198,-506860.2185,-396940.3888,-292918.6627,-231641.411,-209705.0923,-180155.9151,-106102.6718,-63821.067,-43850.0455,-38970.379,-29399.7648,-20860.3862,-18348.3993,-22518.064,-20490.698,-7312.7836,-6192.1788,-9203.3497,-5854.8831,-3727.802,-3479.3279,-5106.0271,-4337.4108,-3898.523,-3454.9089,-3034.3658,-3701.8996,58.4859,1.6127,1
41,961.004821,1516.925593,3632.367995,1265.274892,336.2783818,2340726.337,8.8182,4.5727,-29.9231,-83.4787,-111.9723,-98.3626,-262.0224,-4277.6395,-206.7173,-7049.2546,-543.277,-169.2609,73.203,6.1621,0.058944,1.435,5.7977,153.8367,10.7576,241.1521,-224518859.1,-268093618.9,-351889115.5,-506010590.6,-1451406783,-2853307431,-11614617404,11231.1818,105217.5908,273703.501,2924152.459,5848683.867,11705754.8,61555.2212,154839.0549,371533.3224,1814254.988,7704758.882,15465584.86,30894889.19,-1770.8418,-862.8508,-550261.6846,-1117630.046,-2407043.21,-5157652.489,64.1878,193.9879,682.3854,1328.2738,1418.2309,1325.9939,1359.1099,880.38,388.3479,312.2447,58.6417,256.7129,0.089206,-1872599.705,-1680893.424,-1293107.596,-998659.1202,-776183.6916,-577264.8468,-439883.1956,-344141.1995,-270931.3334,-209973.1175,-141765.8948,-89230.2612,-55613.7067,-44584.2877,-35299.9844,-24363.5572,-23462.8702,-24950.0761,-20629.6658,-26196.9217,-14312.7171,-8199.6331,-13099.2923,-20860.2612,-17284.4261,-14221.7697,-10921.2492,-4035.3023,-3290.0127,-3063.6392,-3005.1315,-2522.6828,-2436.1246,91.4271,83.4814,0
41,914.7176391,1541.154437,2953.495696,1010.938488,683.2507667,2610535.537,5.0743,10.0746,-9.1876,-235.9892,-204.5821,-552.5763,-323.6389,-4003.6085,-336.7712,-14457.4565,-601.6468,-205.6079,64.5986,9.0138,0.024242,1.1759,19.9373,131.7159,19.6426,434.9982,-234396130.2,-279956270.2,-367615417.4,-528975986.2,-1518599373,-2985222650,-12150848615,11683.918,109707.0077,285105.2174,3046545.178,6093679.25,12198738.62,63911.5418,161019.1095,388114.343,1891040.778,8023267.156,16122022.65,32197448.47,-1832.9957,-901.1031,-554890.4961,-1126984.065,-2427045.001,-5200243.433,107.054,326.9305,1036.8685,1727.2094,1367.9874,1169.9928,1480.4899,866.1175,246.6272,169.1773,31.1636,129.4706,0.020675,-1842215.173,-1563745.368,-1233873.038,-960643.9014,-755098.1285,-543872.3149,-396074.742,-313477.6331,-261334.6973,-193639.5741,-128081.4242,-80200.4863,-49774.6035,-44807.7952,-36908.1254,-23337.7213,-23550.1957,-27960.9007,-24294.5389,-28177.7333,-16296.7348,-10360.1328,-15906.135,-22404.6435,-18557.0396,-15455.5213,-12149.5338,-5275.0878,-3972.7837,-3366.7195,-2916.5004,-2589.3281,-2436.5776,6.9907,32.5919,0
